Names,ShortName,RA,DEC,Designation,Adopted_SpT,Chisqr,Dwarf_Type,SNR,SPT_B06,SPT_C18,SPT_K10,SpT_simbad,References,Refs.,Parallax,Parallax_err,Parallax_ref,Jmag,Hmag,Kmag,AbsMag
WISE J112438.12-042149.7,J1124-0421,171.15883,-4.3638053,J11243812-0421497,T7,2355.24,0,7,T7,T7,T7,T7,2013ApJS..205....6M,28,57.3,3.4,2020AJ....159..257B,16.72,16.32,16.36,15.51
2MASS J11260310+4819256,J1126+4819,171.5129167,48.32379167,J112603101+48192565,L6,887.72,0,23,L6,L6,L6,L5,2015AJ....150..182K,102,,,,17.2,16.76,15.43,
2MASS J11262483-3800062A,J1126-3800,171.60345,-38.00172,J11262483-3800062,M4,3203.43,0,175,M4,M4,M4,,This paper,6,11.426,0.053,2020yCat.1350....0G,11.43,10.83,10.48,6.72
DENIS J112637.2-270647,J1126-2706,171.65491,-27.113056,J11263718-2706470,M8,3568.48,0,60,M8,M8,M9,,2018A&A...619L...8R,5,30.016,0.273,2020yCat.1350....0G,14.25,13.58,13.16,11.64
2MASS J11263991-5003550,J1126-5003,171.66629,-50.065277,J11263991-5003550,d/sdL7,3583.08,-1,38,d/sdL7,d/sdL7,d/sdL7,L5.5,2008ApJ...674..451B,90,61.833,0.25,2020yCat.1350....0G,14,13.28,12.83,12.95
SDSS J11264703+5816322,J1126+5816,171.69595,58.275612,J11264703+5816322,M9gamma,10238.24,1,49,M9gamma,d/sdL1,d/sdL1,L1.3V,2014ApJ...794..143B,2,18.38,0.62,2020yCat.1350....0G,15.84,15.11,14.54,12.16
2MASS J11282763+5934003,J1128+5934,172.1138333,59.56835833,J11282763+5934003,L1,2297.27,0,30,L1,L1,L1,L0,2017AJ....154..112K,10,,,,16.37,15.56,15.02,
2MASS J11285958+5110202,J1128+5110,172.271625,51.17304167,J11285958+5110202,L4,2517.16,0,34,L4,L6,L2,,2017AJ....154..112K,10,,,,16.19,15.11,14.49,
LP 318-218,J1129+3201,172.4300833,32.03083611,J11294322+3201511,M6,22149.81,0,247,M6,M6,M6,M7V,2011AJ....141...97W,84,,,,12.8,12.22,11.88,
2MASS J11301367+1937346,J1130+1937,172.5569583,19.62629722,J113013675+1937346,M8,12162.17,0,171,M8,M8,M8,M7.5,2008AJ....136.1290R,37,33.336,0.171,2020yCat.1350....0G,13.38,12.74,12.29,11
2MASS J11304030+1206306,J1130+1206,172.66791,12.1085,J11304030+1206306,M6,1294.21,0,54,M6,M6,M6,M6.5,2010ApJS..190..100K,9,9.876,0.306,2020yCat.1350....0G,15.41,14.81,14.62,10.38
2MASS J11323833-1446374,J1132-1446,173.15971,-14.777056,J11323833-1446374,M6,2479.07,0,21,M6,M6,M6,M7V,2004AJ....127.2856B,12,5.793,0.461,2020yCat.1350....0G,15.83,15.62,15.33,9.64
2MASS J1138399-131421,J1138-1314,174.66626,-13.239167,J1138399-131421,sdM4,417.83,-2,6,sdM4,esdM5,esdM4,,This paper,6,4.746,0.147,2020yCat.1350....0G,15.18,14.64,14.66,8.56
2MASS J11391107+0841121,J1139+0841,174.796125,8.686716667,J113911077+0841121,M8,22388.82,0,241,M8,M8,M8,M7.5,2008AJ....136.1290R,37,42.934,0.135,2020yCat.1350....0G,12.92,12.29,11.84,11.09
2MASS J11394192-0310039,J1139-0310,174.9246667,-3.167752778,J113941922-0310039,M9,9491.77,0,93,M9,M9,M9,L0,2008AJ....135..785W,76,26.755,0.31,2020yCat.1350....0G,14.4,13.71,13.2,11.54
LEHPM 2-333,J1141-2232,175.4342,-22.539,J11414421-2232204,M8,8390.02,0,223,M8,M8,M8,M7.5V,2014ApJ...794..143B,2,52.707,0.154,2020yCat.1350....0G,12.63,12,11.57,11.24
2MASS J11422679-3904244,J1142-3904,175.61162,-39.073444,J11422679-3904244,M6,11163.23,0,202,M6,M6,M6,,2007A&A...468..163D,103,,,2020yCat.1350....0G,12.29,11.7,11.38,
LSPM J1144+1351,J1144+1351,176.20192,13.855778,J11444846+1351208,sdM5,12495.64,-2,212,sdM5,sdM5,esdM4,sdM4.0,2022ApJ...927..122H,104,14.927,0.042,2020yCat.1350....0G,13.11,12.63,12.39,8.98
WISEA J114553.61-250657.1,J1145-2506,176.473375,-25.11583611,J11455383-2506564,sdM7,1660.51,-2,24,sdM7,d/sdM4,M5,d/sdM7,2016ApJ...817..112S,11,7.816,0.366,2020yCat.1350....0G,15.64,15.11,15.08,10.11
DENIS J114651.0-475438,J1146-4754,176.71263,-47.910583,J11465103-4754381,M9,1395.55,0,29,M9,M8,M8,M7-8,2014MNRAS.439.3890G,105,9.291,0.367,2020yCat.1350....0G,14.9,14.15,13.62,9.74
SIMP J11473434+2153590,J1147+2153,176.8930833,21.89972222,J11473434+2153590,L1beta,651.72,2,21,L1beta,L1beta,L1beta,L2.0,2016ApJ...830..144R,19,,,,16.74,15.72,15.29,
2MASS J11480502+0203509,J1148+0203,177.0209167,2.064158333,J114805021+0203509,d/sdL1,12179.4,-1,53,d/sdL1,d/sdL1,d/sdL0,L1,2002AJ....123.3409H,40,18.486,1.105,2020yCat.1350....0G,15.52,15.01,14.51,11.85
SDSS J11491231-0153006,J1149-0153,177.3013,-1.8835,J11491231-0153006,M8,3838.08,0,84,M8,M8,M8,M9V,2014ApJ...794..143B,2,21.687,0.401,2020yCat.1350....0G,14.67,14.13,13.71,11.35
2MASS J11494971-4012433,J1149-4012,177.45712,-40.212029,J11494971-4012433,M8,2622.53,0,46,M8,M8,M8,,2024A&A...685A...6R,106,29.898,0.182,2020yCat.1350....0G,14,13.32,12.83,11.38
2MASS J11501322+0520124,J1150+0520,177.554875,5.336733333,J1150131767+0520122,L4,1481.55,0,19,L4,L5,L5,L6,2016ApJ...830..144R,19,,,,16.25,15.46,15.02,
DENIS J115037.9-285013,J1150-2850,177.65791,-28.836945,J1150379-285013,M8,9374.33,0,114,M8,M8,M8,,2024A&A...685A...6R,106,29.584,0.208,2020yCat.1350....0G,14.21,13.48,13.03,11.57
2MASS J11512807-3042298,J1151-3042,177.86696,-30.708279,J11512807-3042298,M4,5808.12,0,111,M4,M4,sdM4,,This paper,6,6.437,0.5,2020yCat.1350....0G,12.48,12.02,11.52,6.52
2MASS 11530357-2857301,J1153-2857,178.26488,-28.958363,J11530357-2857301,sdM4,1607.49,-2,9,sdM4,sdM2,sdM2,,This paper,6,1.021,0.55,2020yCat.1350....0G,16.42,16.74,,6.46
2MASS J11532172-4013045,J1153-4013,178.34048,-40.217918,J11532172-4013045,M2,6164.24,0,126,M2,M0,M0,,This paper,6,13.753,0.031,2020yCat.1350....0G,12.32,11.79,11.46,8.02
2MASS J11532691-3015414,J1153-3015,178.36212,-30.261499,J11532691-3015414,M5,3318.3,0,192,M5,M5,M5,M4.5e,2017ApJS..228...18G,99,,,,12.31,11.76,11.42,
2MASS J11533966+5032092,J1153+5032,178.41525,50.535889,J11533966+5032092,L1,1951.7,0,116,L1,L1,L1,L0.3V,2014ApJ...794..143B,2,25.884,0.232,2020yCat.1350....0G,14.19,13.3,12.85,11.25
2MASS J11544223-3400390,J1154-3400,178.67595,-34.010834,J11544223-3400390,L0beta,2137,2,94,L0beta,L2beta,L0beta,L0,2014ApJ...794..143B,2,26.546,0.372,2020yCat.1350....0G,14.2,13.33,12.85,11.31
2MASSW J1155395-372735,J1155-3727,178.91463,-37.459694,J11553951-37273499,L2beta,20391.41,2,213,L2beta,L2beta,L2beta,L2e,2014ApJ...794..143B,2,84.73,0.15,2020yCat.1350....0G,12.81,12.04,11.46,12.45
LP 851-346,J1155-2224,178.92859,-22.416277,J11554286-2224586,M8beta,25261.64,2,277,M8beta,M8beta,M8beta,M7.5V,2014ApJ...794..143B,2,91.269,0.074,2020yCat.1350....0G,10.93,10.3,9.88,10.73
SDSS J115553.86+055957.5,J1155+0559,178.97455,5.9993615,J11555389+0559577,L5,4819.43,0,59,L5,L5,L9,L7.5,2010ApJ...710.1142B,15,46.5,3.9,2020AJ....159..257B,15.66,14.7,14.12,14
2MASS J1156236+021341,J1156+0213,179.09833,2.2280555,J1156236+021341,M6,1290.93,0,38,M6,M6,d/sdM6,,This paper,6,6.158,0.486,2020yCat.1350....0G,15.41,15.01,14.59,9.36
2MASS J11563426-4046530,J1156-4046,179.14275,-40.781387,J11563426-4046530,M7,21944.33,0,194,M7,M6,M6,,2018A&A...619L...8R,5,27.537,0.073,2020yCat.1350....0G,12.97,12.43,12.06,10.17
DENIS-P J1157480-484442,J1157-4844,179.45036,-48.745224,J11574809-48444283,L0,25024.21,0,109,L0,L1,L0,L1.0,2014ApJ...794..143B,2,34.868,0.205,2020yCat.1350....0G,14.01,13.33,12.79,11.72
2MASS J11582484+1354456,J1158+1354,179.6035,13.91266944,J115824845+1354456,M8,25205.67,0,100,M8,L1,M9gamma,M9,2003AJ....126.2421C,17,35.625,0.266,2020yCat.1350....0G,13.93,13.26,12.76,11.68
2MASS J11583344+3953064,J1158+3953,179.639375,39.88501111,J11583345+3953064,M8beta,17291.89,2,174,M8beta,M8beta,M8beta,M8,2019ApJ...883..205B,51,,,,12.93,12.29,11.92,
DENIS-P J1159+0057,J1159+0057,179.91042,0.95741665,J11593850+00572679,L1,8954.3,0,151,L1,L1,L1,L0.4V,2014ApJ...794..143B,2,30.668,0.4,2020yCat.1350....0G,14.08,13.31,12.81,11.52
SDSS J11594072+5409386,J1159+5409,179.91968,54.160725,J11594072+5409386,L1beta,3111.44,2,70,L1beta,L2beta,L2beta,L0.9V,2014ApJ...794..143B,2,16.042,0.559,2020yCat.1350....0G,15.22,14.34,13.76,11.24
WISE J120035.40-283657.5,J1200-2836,180.1475,-28.61584722,J12003584-2836572,T0,978.44,0,16,T0,T0,T0,L9.0,2016ApJ...817..112S,11,40.7,5.4,2020AJ....159..257B,15.98,15.07,14.68,14.03
WISE J12010457+5730042,J1201+5730,180.2721667,57.49798611,J12010457+5730042,L9,3213.71,0,18,L9,T0,T0,L9 ,2017AJ....153..196S,29,,,,17.36,16.41,15.24,
2MASS J12023885+5345384,J1202+5345,180.6451667,53.74891111,J12023885+5345384,L2,946.94,0,19,L2,L1beta,L1beta,DA,2017AJ....154..112K,10,12.515,0.104,2020yCat.1350....0G,17.56,16.3,15.31,13.05
SDSSp J120358.19+001550.3,J1203+0015,180.99213,0.2638889,J12035811+00155000,L3,24267.44,0,123,L3,L5,L3,L5.0V,2014ApJ...794..143B,2,66.273,0.497,2020yCat.1350....0G,14.01,13.06,12.48,13.11
TWA 38,J1203-3821,180.99605,-38.361164,J12035905-3821402,M8gamma,5295.4,1,127,M8gamma,M8gamma,M8gamma,M8,2017ApJS..228...18G,99,12.172,0.178,2020yCat.1350....0G,13.77,13.12,12.69,9.19
2MASSI J1204303+321259,J1204+3212,181.1265,32.21653,J12043036+32125950,L1,12272.48,0,164,L1,L1,L1,L0e,2014ApJ...794..143B,2,41.228,0.214,2020yCat.1350....0G,13.82,13.09,12.52,11.89
LSPM J1205+1513,J1205+1513,181.40233,15.223027,J12053656+1513229,sdM5,653.99,-2,30,sdM5,sdM5,sdM5,,2005AJ....129.1483L,16,3.417,0.276,2020yCat.1350....0G,16.05,15.52,15.37,8.72
SDSS J120602.51+281328.7,J1206+2813,181.51033,28.224806,J12060248+2813293,T3,5317.12,0,15,T3,T3,T3,T2.0+T4.5,2006AJ....131.2722C,7,34,2.4,2020AJ....159..257B,16.54,15.82,15.82,14.2
SDSS J12061049+6242572,J1206+6242,181.5437,62.715889,J12061049+6242572,L1beta,3224.61,2,56,L1beta,L1,L2beta,L2.1V,2014ApJ...794..143B,2,21.75,0.731,2020yCat.1350....0G,15.65,14.75,13.95,12.34
DENIS J1206501-393725,J1206-3937,181.7088,-39.623917,J12065011-3937261,L1,11153.74,0,57,L1,L1,L1,L1.9V,2014ApJ...794..143B,2,37.673,0.31,2020yCat.1350....0G,14.32,13.6,13.09,12.2
TWA 31,J1207-3230,181.79538,-32.514915,J12071089-3230537,M7gamma,14635.29,1,139,M7gamma,M6,M6,M4.2,2011ApJ...727....6S,107,12.243,0.058,2020yCat.1350....0G,13.05,12.49,12.12,8.49
2MASS J12073804-3909050,J1207-3909,181.90846,-39.15139,J12073803-39090500,L2beta,1997.15,2,62,L2beta,L1,L1,L0.9V,2014ApJ...794..143B,2,27.407,0.588,2020yCat.1350....0G,14.69,13.82,13.24,11.88
2MASS J12074836-3900043,J1207-3900,181.9515,-39.00122222,J120748362-3900044,L0beta,2216.6,2,44,L0beta,L0beta,L0beta,L1,2014ApJ...785L..14G,108,15.234,0.956,2020yCat.1350....0G,15.49,14.61,14.04,11.41
LP 266-16,J1208+3520,182.0337917,35.34111389,J12080811+3520281,M6,14904.55,0,212,M6,M6,M6,M7V,2011AJ....141...97W,84,32.187,0.094,2020yCat.1350....0G,12.37,11.79,11.42,9.91
LSPM J1209+4330,J1209+4330,182.4525,43.501499,J12094860+4330054,d/sdM4,1228.88,-1,52,d/sdM4,d/sdM4,d/sdM4,,2005AJ....129.1483L,16,6.288,0.145,2020yCat.1350....0G,15.27,14.94,14.65,9.26
2MASS J12121714-2253451,J1212-2253,183.07141,-22.895861,J12121714-2253451,M7,977.52,0,27,M7,M7,M7,M8Ve,2004AJ....127.2856B,12,8.096,0.417,2020yCat.1350....0G,15.69,15.4,15.04,10.23
2MASS J12123389+0206280,J1212+0206,183.1412,2.1077776,J12123389+0206280,L1beta,7182.63,2,57,L1beta,L1,L2beta,M11e,2009AJ....137....1F,36,17.303,1.668,2020yCat.1350....0G,16.13,15,14.19,12.32
2MASSI J1213033-043243,J1213-0432,183.26396,-4.5454445,J12130335-04324369,L4,3009.3,0,63,L4,L5,L3,L4.2V,2014ApJ...794..143B,2,59.095,0.605,2020yCat.1350....0G,14.68,13.65,13.01,13.54
SDSS J121440.95+631643.4,J1214+6316,183.67038,63.278721,J12144089+6316434,T3,4541.25,0,15,T3,T3,T5,T3.5,2006AJ....131.2722C,7,55.8,4.6,2021ApJS..253....7K,16.59,15.78,15.88,15.32
2MASS J12154432-3420591,J1215-3420,183.93466,-34.349751,J12154432-3420591,T4,1644.81,0,5,T4,T4,T4,T4.5,2007AJ....134.1162L,72,39.8,8.9,2012ApJ...752...56F,16.24,15.81,16.32,14.24
2MASS J12154938-0036387,J1215-0036,183.95575,-0.61075002,J12154938-0036387,M8beta,1759.7,2,23,M8beta,M8beta,M8beta,M8V,2010ApJS..190..100K,9,14.331,0.273,2020yCat.1350....0G,14.88,14.21,13.93,10.66
SDSS J121659.17+300306.3,J1216+3003,184.24657,30.051498,J12165918+3003054,L5,2686.89,0,16,L5,L5,L5,L4,2006AJ....131.2722C,7,,,,17.07,15.74,15.81,
DENIS J121702.6-341847,J1217-3418,184.26083,-34.313053,J1217026-341847,M8,4021.44,0,49,M8,M8,M8,,This paper,6,16.467,0.368,2020yCat.1350....0G,14.74,14,13.49,10.83
2MASSI J1217110-031113,J1217-0311,184.29625,-3.1869724,J12171110-0311131,T7,2653.86,0,5,T7,T7,T7,T7.5,2006ApJ...639.1095B,32,90.8,2.2,2012ApJ...752...56F,15.86,15.75,15.89,15.65
2MASS J12172372-0237369,J1217-0237,184.34885,-2.6269169,J12172372-0237369,L5,2169.87,0,44,L5,L4,L5,L?,2011ApJ...732...56G,49,,,,16.9,15.81,14.99,
2MASS J12172935+0035326,J1217+0035,184.3722917,0.592397222,J121729351+0035326,M8beta,11911.65,2,151,M8beta,M8beta,M8beta,M9V,2011AJ....141...97W,84,33.663,0.136,2020yCat.1350....0G,13.08,12.45,12.05,10.72
2MASS J12174683-3804157,J1217-3804,184.44513,-38.071026,J12174683-3804157,M5,2055.02,0,111,M5,M5,M5,,2015ApJ...798...73G,109,10.211,0.651,2020yCat.1350....0G,12.9,12.32,11.96,7.94
LSPM J1218+1325,J1218+1325,184.61717,13.418889,J12182812+1325080,sdM5,752.36,-2,27,sdM5,sdM5,sdM5,,2005AJ....129.1483L,16,4.522,0.204,2020yCat.1350....0G,15.84,15.43,15.09,9.12
2MASS J12192675-2800225,J1219-2800,184.86147,-28.00625,J12192675-2800225,M6,5637.62,0,104,M6,M5,d/sdM7,,2007A&A...468..163D,103,27.069,0.044,2020yCat.1350....0G,12.02,11.45,11.14,9.19
SDSS J121951.45+312849.4,J1219+3128,184.96483,31.480473,J12195156+3128497,L8,7735.41,0,51,L8,L9,T0,L9,2010ApJ...710.1142B,15,52,3.8,2020AJ....159..257B,15.91,14.91,14.3,14.49
2MASS J12212770+0257198,J1221+0257,185.36542,2.9555001,J12212770+0257198,L1,14781.51,0,151,L1,L1,L1,L0.5,2008ApJ...681..579B,38,53.812,0.186,2020yCat.1350....0G,13.17,12.41,11.95,11.82
WISE J122152.28-313600.8,J1221-3136,185.46785,-31.600224,J12215228-3136008,T7,1789.11,0,6,T7,T6,T6,T6.5,2013ApJS..205....6M,28,76.8,2.2,2021ApJS..253....7K,16.38,16.06,15.63,15.8
WISE J12222195-2139486,J1222-2139,185.5914583,-21.66335,J12222195-2139486,L6,2297.69,0,29,L6,L3,L3,L6,2016ApJ...817..112S,11,,,,16.09,14.98,14.24,
BRLT 171,J1223+0448,185.8570417,4.807686111,J122325691+04482767,L6,2061.47,0,26,L6,L6,L6,L5.0,2017AJ....154..112K,10,,,,16.33,15.36,14.84,
LEHPM 2-9,J1223-2757,185.98921,-27.964001,J12235741-2757504,M6,29110.94,0,206,M6,M6,d/sdM6,M6.5V,2004A&A...421..763P,71,47.547,0.066,2020yCat.1350....0G,11.98,11.4,11.07,10.36
WISE J122558.86-101345.0,J1225-1013,186.49525,-10.229166,J12255886-1013450,T6,692.06,0,9,T6,T6,T6,T6,2013ApJS..205....6M,28,41.1,2.9,2020AJ....159..257B,16.43,16.3,15.87,14.5
TWA 32AB,J1226-3316,186.71396,-33.270111,J12265135-3316124,d/sdM7,28163.61,-1,296,d/sdM7,d/sdM7,d/sdM5,M5,2011ApJ...727....6S,107,15.539,0.101,2020yCat.1350....0G,10.69,10.12,9.78,6.65
2MASS J1227050-0447207,J1227-0447,186.77083,-4.7890835,J1227050-0447207,esdM8.5,1422.6,-3,41,esdM8.5,esdM8.5,esdM7.5,usdM8.5,2007ApJ...657..494B,110,10.733,0.156,2020yCat.1350....0G,15.49,15.2,14.87,10.64
LSPM J1227+2512,J1227+2512,186.92538,25.216278,J12274209+2512586,sdM6,2319.83,-2,70,sdM6,sdM6,d/sdM4,sdM6.0-6.5,2017A&A...598A..92L,89,11.253,0.141,2020yCat.1350....0G,14.79,14.26,14.12,10.05
DENIS J122824.2-241559,J1228-2415,187.10083,-24.266388,J1228242-241559,L1,1280.9,0,49,L1,L1,L1,,2021A&A...645A.100S,100,22.571,0.559,2020yCat.1350....0G,14.75,14.02,13.48,11.52
2MASS J12304562+2827583,J1230+2827,187.69009,28.466196,J12304562+2827583,L2,1683.34,0,28,L2,L1beta,L2,L2,2009AJ....137..304S,97,22.874,2.16,2020yCat.1350....0G,16.07,15,14.43,12.87
2MASS J12304602+2827515,J1230+2827,187.69174,28.464306,J12304602+2827515,L1gamma,583.52,1,8,L1gamma,L1beta,L1gamma,L2,2010ApJS..190..100K,9,22.874,2.16,2020yCat.1350....0G,16.07,15,14.43,12.87
DENIS J123105.9-501800,J1231-5018,187.77603,-50.300694,J12310625-5018025,M8gamma,940.94,1,37,M8gamma,M8gamma,M8gamma,,2018A&A...619L...8R,5,8.666,0.281,2020yCat.1350....0G,14.83,14.19,13.71,9.52
2MASS J12312141+4959234,J1231+4959,187.8392,49.989807,J12312141+49592339,L2,4255.23,0,85,L2,L2,L2,L3.4V,2014ApJ...794..143B,2,27.743,0.612,2020yCat.1350....0G,14.62,13.71,13.14,11.83
2MASS J12314753+0847331,J1231+0847,187.94803,8.7925282,J12314753+0847331,T6,13787,0,26,T6,T6,T6,T6,2004AJ....127.2856B,12,70.2,3.6,2020AJ....159..257B,15.57,15.31,15.22,14.8
2MASS J12321827-0951502,J1232-0951,188.07614,-9.863945,J12321827-0951502,M9,4999.23,0,48,M9,L1,L1,L0,2014ApJ...794..143B,2,34.5,4.5,2020AJ....159..257B,13.73,13.07,12.55,11.42
LSPM J1234+2037,J1234+2037,188.56575,20.618166,J12341578+2037054,sdM6,1800.35,-2,86,sdM6,sdM5,sdM5.5,sdM4.5,2010ApJS..190..100K,9,17.388,0.069,2020yCat.1350....0G,13.75,13.25,13.04,9.95
2MASS J12341814+0008359,J1234+0008,188.57559,0.14330557,J12341814+0008359,M7,1220.03,0,44,M7,M7gamma,M7gamma,M7V,2010ApJS..190..100K,9,19.451,0.14,2020yCat.1350....0G,13.18,12.68,12.31,9.62
2MASS J12372934-4044510,J1237-4044,189.37225,-40.747501,J12372934-4044510,M8,1001.1,0,18,M8,M8,M8,,This paper,6,6.418,1.788,2020yCat.1350....0G,16.41,15.66,15.01,10.45
2MASS J12373441+3028596,J1237+3028,189.39339,30.483223,J12373441+3028596,M8,6626.7,0,156,M8,M8beta,M8beta,L0,2009AJ....137..304S,97,,,,16.37,16.27,15.45,
2MASS J12373919+6526148,J1237+6526,189.4133,65.437447,J12373919+6526148,T6,13156.2,0,12,T6,T7,T7,T6.5,2007ApJ...655..522L,111,96.07,4.78,2012ApJ...752...56F,16.05,15.74,16.06,15.97
DENIS J124025.0-242041,J1240-2420,190.10555,-24.343224,J12402533-2420356,M8,3484.48,0,83,M8,M8,M8,,2016ApJ...817..112S,11,20.487,0.339,2020yCat.1350....0G,14.33,13.64,13.18,10.89
WISE J124135.43-245748.8,J1241-2457,190.3983333,-24.96291944,J124135604-24574651,L2beta,3135.34,2,34,L2beta,L2,L2beta,L2.5p,2016ApJS..224...36K,26,22.068,0.874,2020yCat.1350....0G,15.96,14.87,14.24,12.68
2MASS J12414645-2238178,J1241-2238,190.44354,-22.638277,J12414645-2238178,M8,985.44,0,19,M8,M8,M8,M8.5,2010ApJS..190..100K,9,14.145,0.634,2020yCat.1350....0G,15.76,14.85,14.38,11.51
2MASS J12425052+2357231,J1242+2357,190.71049,23.956417,J12425052+2357231,M9,3342.72,0,63,M9,M8,M9,L0,2010ApJS..190..100K,9,14.994,1.48,2020yCat.1350....0G,15.11,14.35,13.85,10.99
TWA 29,J1245-4429,191.30899,-44.485474,J12451416-4429077,M9gamma,1292.38,1,45,M9gamma,M9gamma,M9gamma,L1.0,2007ApJ...669L..97L,112,12.155,0.338,2020yCat.1350....0G,14.52,13.8,13.37,9.94
SDSS J12455566+4902109,J1245+4902,191.48192,49.036362,J12455566+4902109,M7gamma,986.51,1,34,M7gamma,M7,M7,M9V,2014ApJ...794..143B,2,6.823,0.617,2020yCat.1350....0G,15.95,15.36,15.2,10.12
DENIS J124633.5-531417,J1246-5314,191.6382,-53.23914,J12463317-5314209,M8,1563.49,0,32,M8,M8,M8,,2012MNRAS.427.3280F,113,16.705,0.445,2020yCat.1350....0G,15.01,14.29,13.85,11.12
2MASSW J1246467+402715,J1246+4027,191.69487,40.454166,J12464677+40271500,L3gamma,9978.15,1,82,L3gamma,L4,L4,L4V,2014ApJ...794..143B,2,44.737,0.628,2020yCat.1350....0G,15.09,13.94,13.28,13.34
LHS 2632,J1246+3148,191.7156667,31.80290278,J124651761+31481045,M8beta,18818.99,2,143,M8beta,M7gamma,M7gamma,M5V,2007AJ....133..439C,18,41.383,0.102,2020yCat.1350....0G,12.23,11.58,11.21,10.31
2MASS J12471472-0525130,J1247-0525,191.81134,-5.4202776,J12471472-0525130,d/sdM4,6769.42,-1,288,d/sdM4,d/sdM4,d/sdM4,M4.5,2010ApJS..190..100K,9,50.454,0.023,2020yCat.1350....0G,10.13,9.62,9.29,8.64
DENIS J124744.2-381646,J1247-3816,191.93184,-38.279305,J12474364-3816455,M9gamma,1924,1,60,M9gamma,M9gamma,M9gamma,M9,2015A&A...582L...5R,114,11.942,0.347,2020yCat.1350....0G,14.78,14.1,13.57,10.17
2MASS J12474944-1117551,J1247-1117,191.95599,-11.298639,J12474944-1117551,M9,619.66,0,9,M9,M9,M9,L0,2010ApJS..190..100K,9,,,,15.99,15.1,14.72,
2MASS J12490872+4157286,J1249+4157,192.28633,41.957947,J12490872+4157286,M9gamma,3715.9,1,52,M9gamma,L1,M9gamma,L0,2010ApJS..190..100K,9,18.956,0.584,2020yCat.1350....0G,15.44,14.69,14.29,11.83
2MASS J12492272+0310255,J1249+0310,192.3449167,3.173358333,J12492272+0310255,L2,1211.93,0,29,L2,L2,L1beta,L2,2017AJ....154..112K,10,,,,16.36,15.26,14.8,
APMPM J1251-2121,J1250-2121,192.719375,-21.35363056,J12505265-2121137,M8beta,18197.37,2,235,M8beta,M8beta,M8beta,M7.5e,2005A&A...440.1061L,115,56.788,0.188,2020yCat.1350....0G,11.16,10.55,10.13,9.93
SDSS J125128.43+624310.7,J1251+6243,192.86847,62.719639,J12512843+6243107,L3,3435.7,0,65,L3,L3,L4,L4.2V,2014ApJ...794..143B,2,10.808,0.323,2020yCat.1350....0G,15.48,14.86,14.36,10.65
TWA 34,J1252-4948,193.04126,-49.807972,J12520990-4948287,M8gamma,898.56,1,36,M8gamma,M8gamma,M8gamma,,2018A&A...619L...8R,5,8.085,0.184,2020yCat.1350....0G,13.76,13.15,12.72,8.3
2MASS J12521412+1422398,J1252+1422,193.0588333,14.37772222,J125214122+1422398,L2beta,2268.92,2,37,L2beta,L2beta,L2beta,L3,2010MNRAS.404.1817Z,88,,,,16,15.16,14.49,
LSPM J1252+0252,J1252+0252,193.0943333,2.868080556,J12522264+0252059,M8beta,1302.7,2,29,M8beta,M8beta,M8beta,M8V,2011AJ....141...97W,84,34.351,0.385,2020yCat.1350....0G,12.5,11.9,11.5,10.17
2MASS J1252301-432155,J1252-4321,193.12541,-43.365276,J1252301-432155,d/sdM7,1401.21,-1,20,d/sdM7,d/sdM7,d/sdM5,,This paper,6,6.881,0.276,2020yCat.1350....0G,15.95,15.33,15.6,10.14
2MASS J12531161+2728145,J1253+2728,193.29837,27.470695,J12531161+2728145,M8,13881.71,0,94,M8,d/sdL0,d/sdL0,M9,2009AJ....137..304S,97,23.816,0.26,2020yCat.1350....0G,14.49,13.84,13.34,11.37
DENIS J125409.1-534512,J1254-5345,193.53824,-53.753723,J12540918-5345134,M7gamma,761.89,1,25,M7gamma,M7gamma,M7gamma,,This paper,6,7.647,0.331,2020yCat.1350....0G,14.92,14.25,13.89,9.34
2MASS J12542000+0009133,J1254+0009,193.58333,0.15369445,J12542000+0009133,M4,8778.36,0,138,M4,sdM2,sdM4,M4,2010MNRAS.404.1817Z,88,8.538,0.036,2020yCat.1350....0G,12.69,12.09,,7.34
WISE J125448.52-072828.4,J1254-0728,193.70215,-7.4745555,J12544852-0728284,T7,584.39,0,2,T7,T7,T7,T7,2013PASP..125..809T,50,45.6,3.9,2021ApJS..253....7K,,,,
SIMP J12565644-1002432,J1256-1002,194.2351667,-10.04533333,J12565644-1002432,M9gamma,1864.05,1,14,M9gamma,d/sdM6,d/sdM6,L1.5,2016ApJ...830..144R,19,,,,16.67,15.71,14.86,
2MASS J12565688+0146163,J1256+0146,194.23701,1.7711945,J12565688+0146163,L2,14590.87,0,126,L2,L2,L2,L1.6V,2014ApJ...794..143B,2,29.166,0.561,2020yCat.1350....0G,14.48,13.52,12.79,11.8
WISE J125715.90+400854.2,J1257+4008,194.31624,40.148392,J12571590+4008542,T6,1123.86,0,3,T6,T6,T6,T7,2013ApJS..205....6M,28,53.8,5.8,2021ApJS..253....7K,,,,
SDSSp J125737.26-011336.1,J1257-0113,194.40524,-1.2266667,J12573726-0113360,L4,3157.74,0,55,L4,L5,L5,L5V,2014ApJ...794..143B,2,,,,15.94,14.72,14.12,
